app_id,url,title,developer,rating,reviews_count,category
0954e963-b4b6-40cd-88bb-b2271b93672f,https://apps.shopify.com/pixpix-simple-image-editor,PixPix Image Editor,PixPix,4.7,42,Store design
096e0592-ad96-49b4-9af9-fc2338f3213f,https://apps.shopify.com/google-shopping-product-feed,Google Shopping Product Feed,Squarefeed,0,0,Marketing
096fd3e8-bc41-44e7-80f1-364671f4def4,https://apps.shopify.com/short-track,Short Link & Track,Mangalam Globe,4.4,8,Store design
09c48cfb-5b51-4101-ae5f-92cf32afa2c0,https://apps.shopify.com/beeapp-aliexpress-review-importer,Aliexpress Reviews Ali Reviews,Bee - Boost Sales - Upsell,4.4,26,Sales and conversion optimization
09ff015b-1838-40cf-9077-2eb2da5a73f7,https://apps.shopify.com/upsell-by-email,Upsell by Email,SpurIT,4.8,94,Marketing
0c2da496-e72b-4cc3-9d1f-55e7ad6c4a9d,https://apps.shopify.com/easydhl,easyDHL,247APPS,5,31,Orders and shipping
0d4e5106-ccf8-4a1d-a8fa-5c021f6f283a,https://apps.shopify.com/facebook-feed-the-free-and-easy-product-feed-for-facebook,Facebook Feed,Littledata,3.3,39,Marketing
0dc08b75-5810-4975-a891-9c97a1b4b458,https://apps.shopify.com/fav-icon,Tab Notifier,Stark Edge,0,0,Sales and conversion optimization
0e2f5780-9e76-4ae9-bb46-29a55aed2a46,https://apps.shopify.com/wheelio-first-interactive-exit-intent-pop-up,Original Wheelio spin pop‑ups,IT Trading d.o.o.,4.5,288,Sales and conversion optimization
0e2f6b44-4a64-48df-ae8a-31d44e99735d,https://apps.shopify.com/image-alt-text-optimizer,Alt Text,LoyaltyHarbour,4.7,145,Marketing
0e5ebd33-4946-4115-9323-11f15f2362e7,https://apps.shopify.com/quality-product-data-watch,Quality ‑ Product Data Watch,PUMP Apps,5,1,Sales and conversion optimization
0e7ae466-7844-4959-9532-2c202877a818,https://apps.shopify.com/tabs-by-station,Tabs by Station,Station,4.8,196,Store design
0edca53a-e19e-4692-9507-ced1af11564c,https://apps.shopify.com/product-customizer-3,Stensiled,Vowel Web,5,1,Store design
0f6bf4d6-e109-44f0-8117-52f9a3a50162,https://apps.shopify.com/catalog-machine,Catalog Machine,Catalog Machine,4.2,17,Store design
10bb867a-0d39-4511-8a24-3a1c7e52d5a5,https://apps.shopify.com/halloween-day-celebration,Halloween Day Celebration,Zestard Technologies Pvt Ltd,3.9,14,Store design
1154a1e8-ab00-44e2-af86-7a5319de17bd,https://apps.shopify.com/refersion,Refersion: Affiliate Marketing,Refersion Inc.,4.7,829,Marketing
1171b3f6-88ae-40a3-942f-275bd281e631,https://apps.shopify.com/export-orders-to-zasilkovna-cz,Export orders to Zásilkovna.cz,Digismoothie,5,1,Orders and shipping
11f4f3db-6bdd-4c94-a915-dbea904f7c1d,https://apps.shopify.com/window-shoppers,SALES ROCKET ‑ 40+ apps in one,Codeinero,4.8,346,Sales and conversion optimization
1214a3ec-418d-49f2-b11c-673c9678f315,https://apps.shopify.com/facebook-product-feed-by-pas,Facebook Product Feed,pluginappstore,4.6,8,Marketing
1267b81d-47a8-440c-9292-db73e9adc729,https://apps.shopify.com/social-proof,Social Media Facebook Poster,Copilot,0,0,Sales and conversion optimization
12b5d986-0037-406f-b679-9914a25cc81a,https://apps.shopify.com/delivery-rates-by-zipcode,Delivery Rates by Zip Code,Zapiet,4.6,12,Orders and shipping
12b6a06b-5bd0-49db-948b-3974384fbef3,https://apps.shopify.com/christmas-spirit,Christmas Spirit,HonedApps,5,16,Store design
12ca8659-f30e-4a0c-b11c-bbdc673d75b9,https://apps.shopify.com/swap-images-remove-watermarks,Swap Photo Editor,Engage Apps,4.5,181,Store design
1309867f-b9d0-411d-98fe-d17d54885806,https://apps.shopify.com/happy-ending,Happy Checkout,Golden Rule Ventures,4.5,68,Store design
13d19fe4-245e-4e64-8a90-bfec58a047b2,https://apps.shopify.com/powr-image-slider,Image Slider - Product Carousel,POWR.io,4.3,210,Store design
142c9ac6-0042-4ab8-9ee0-8f1773db3d6b,https://apps.shopify.com/stockyphi,StockyPhi ‑ Hide Out Of Stock,GypsyPhi,5,20,Inventory management
1560fdfe-f6ac-4f1c-9266-c97c849953f3,https://apps.shopify.com/syncimg,SyncIMG,Triple U Solutions,2.9,9,Store design
15fdf3c5-ffbc-4f97-9f93-547416464235,https://apps.shopify.com/canishub-cro-marketing-suite,CanisHub Personalization Suite,Canis Solutions Private Limited,4.9,16,Reporting
1616492f-8801-4112-8c03-be06b630967c,https://apps.shopify.com/delivery-date-3,Delivery Date & Time Suite,Mageworx,4.6,69,Orders and shipping
1640940c-8726-42d9-9618-147ea497f7f7,https://apps.shopify.com/qtraq-c3,QTraq ‑ Tracking Automation,Chaterr,0,0,Orders and shipping
1646c709-c06a-4500-acf0-a46941a77512,https://apps.shopify.com/convibox-net,Convibox,Traffic Trends Sp. z o.o.,0,0,Sales and conversion optimization
16a72676-104e-4248-aa52-1e35d354ffb7,https://apps.shopify.com/smart-wishlist,Smart Wishlist,Webmarked,4.5,121,Store design
17147092-d2d9-4738-842f-4d165fa9ebc1,https://apps.shopify.com/flashchat,Flashchat Messenger Marketing ,Flashchat.ai,4.6,24,Sales and conversion optimization
1754deb6-c006-4af2-bdf4-1eb7de2ccdb0,https://apps.shopify.com/candy-cart,Candy Cart — Upsell In Cart,Digismoothie,5,5,Sales and conversion optimization
17918ea4-80b9-4811-947d-c0b2f950976a,https://apps.shopify.com/cod-order-confirmation,COD Order Confirmation,Softpulse Infotech,4.5,63,Orders and shipping
19cd5d20-5cb1-4e4b-b3d4-068f567dfe79,https://apps.shopify.com/announcement-bar-hero,Announcement Bar Hero,NewRoute Digital,5,1,Store design
1ab4aa76-aaa8-4d5f-b041-36f807d30c77,https://apps.shopify.com/acumbamail,Acumbamail,Acumbamail,0,0,Marketing
1ad493f0-bfa5-41f8-af47-9a2f3ea0f1c8,https://apps.shopify.com/lucky-orange,Lucky Orange Heatmaps & Replay,Lucky Orange LLC,4.7,520,Reporting
1aee4fef-f21f-4fdb-b02c-7749fde8b6cb,https://apps.shopify.com/bringg-1,Bringg Light,Bringg,0,0,Orders and shipping
1b477e9f-8cb9-44b0-8c53-ac371699433a,https://apps.shopify.com/best-multi-currency-converter,Add Currency Converter,Libautech,5,3,Store design
1c50f674-8148-4d2f-b124-e706f46ef415,https://apps.shopify.com/rich-snippets-for-seo,Rich Snippets for SEO,Orbis Labs,4.9,74,Marketing
1c9bbe04-5fcf-4f76-994b-9dbda377c8e0,https://apps.shopify.com/shipperbee,ShipperBee,ShipperBee,5,1,Orders and shipping
1d6dd3ec-801b-4b40-9dd6-133ba0061ea9,https://apps.shopify.com/easy-contact-form-by-ndnapps-com,Contact Form ‑ Contact Us Form,NDNAPPS,4.9,207,Customer support
1e2d4bb5-f14f-4cb7-948c-214442ce2e2a,https://apps.shopify.com/omna-2,OMNA | Sell On Lazada & Shopee,OMNA Pte Ltd,1.8,11,Places to sell
1e9f4586-a52f-4bcc-addc-a75937d09202,https://apps.shopify.com/sandbox,Mobile App Builder by Sandbox,SandBox Commerce,5,2,Sales and conversion optimization
1fda4a02-e47e-4fe1-9a72-ea6538ed28bb,https://apps.shopify.com/retainful,Abandoned Cart Recovery,Retainful,5,2,Sales and conversion optimization
2022b982-7c47-44b0-b21c-695f51418970,https://apps.shopify.com/shoppy-a-better-shopify-slack-app-by-emerald-io,Shoppy: A Better Slack Bot,Shoppy by Emerald,5,7,Reporting
2037abf3-df00-45f0-8947-606f009a6fa6,https://apps.shopify.com/paczkomaty-inpost,Paczkomaty InPost,Tale Commerce,5,6,Orders and shipping
20793ebc-4b66-482a-953e-9d602d77a27f,https://apps.shopify.com/elfsight-team-showcase,Elfsight Team Showcase,Elfsight,5,1,Store design
20b172d4-bfda-4296-9b3c-91427addc516,https://apps.shopify.com/supersds-amazon-dropshipping,SuperSDS Amazon Dropshipping,SuperSDS,5,1,Finding and adding products
20b4309d-300c-40c7-b790-06921508cf7a,https://apps.shopify.com/sendinblue-connector,SendinBlue Email by Combidesk,Combidesk,3.7,10,Marketing
2155ea09-7fb8-4cd7-9c8f-c18ee139a2d5,https://apps.shopify.com/barcode-manager,Kodbar: Barcodes & Labels,Now In Store Inc.,3.7,7,Inventory management
21c0beaf-d5f9-49d9-971b-440b78a1e016,https://apps.shopify.com/seo-product-optimizer,SPO (SEO Product Optimizer),SillyCube Technology Ltd.,4.7,44,Marketing
220002d2-58d5-419b-b4e9-5026c0fa3718,https://apps.shopify.com/image-zoom-1,Better Image Zoom & Magnifier,PEAKDIGITAL,1,1,Store design
2276caa0-64cf-4e7c-850f-83ba353081ea,https://apps.shopify.com/supplemedirect,SupplyMeDirect,supple me direct,5,1,Finding and adding products
24454015-016e-4eec-ae8b-1e9c73fc8714,https://apps.shopify.com/automate-shipping-profiles,Automate Shipping Profiles,Intuitive Shipping Inc,5,1,Reporting
24fb042a-f766-4def-a9f9-fd9b92f12ea1,https://apps.shopify.com/easy-rates-japan-post,Easy Rates Japan Post,Lunaris,5,3,Orders and shipping
253ef495-de3b-45f9-8418-d77f1d1cb212,https://apps.shopify.com/triggmine-email-workflows-for-shopify,Triggmine,Triggmine,0,0,Marketing
25496f27-c105-4aee-aa1b-7bc925435a5f,https://apps.shopify.com/connector-1,Synchronized,Dalibor,0,0,Orders and shipping
25d09f45-db7f-42b2-999b-75d39a30ce5e,https://apps.shopify.com/stensiled-product-review,Stensiled Product Review,Vowel Web,5,1,Sales and conversion optimization
261c496a-545c-4c2a-84d4-2bad4b07ee62,https://apps.shopify.com/promotion-popup,Promotion Popup by Secomapp,Secomapp,4.8,637,Store design
27cf9d05-0e30-4112-8675-c5c88b89fdfa,https://apps.shopify.com/mmuze-sales-rep-chatbot,mmuze,mmuze,3.3,2,Marketing
27db91e8-8f2b-4dea-a23a-b796caf85384,https://apps.shopify.com/sticky-recently-viewed,Sticky Recently Viewed,Shopdra,0,0,Sales and conversion optimization
28de3979-4424-416b-85bb-07be1ca5225f,https://apps.shopify.com/seeker,Seeker,Imperium Strategy LLC,1,1,Productivity
2966f6a4-04b9-4a60-a42c-83691d87bb61,https://apps.shopify.com/gesnex,Gesnex Sync,Gesnex,5,2,Inventory management
298f8c83-e3ea-4c69-b991-f6d4a748f1f5,https://apps.shopify.com/notificaciones-web-espanol,Nobufy Plus,PGS Technology,0,0,Sales and conversion optimization
29ad83ee-66ce-4b85-abcd-b8f70b588c3d,https://apps.shopify.com/tshirtgang-com,Tshirtgang TShirt Fulfillment,Tshirtgang,4.5,50,Finding and adding products
29af258e-d10a-4cf7-b786-8cf80c7bc6f2,https://apps.shopify.com/accordion-by-widgetic,Widgetic (Accordion Gallery),Widgetic,5,2,Store design
2a040b2b-bd18-48b3-93af-1886206e6f70,https://apps.shopify.com/kungfu-before-after,KungFu Before&After,KungFu Work,0,0,Store design
2a48508a-353c-41e0-9b27-66ee4827c0de,https://apps.shopify.com/start-to-finish,Start to Finish,Finish Labs,5,1,Sales and conversion optimization
2a7ef659-c31c-4629-842d-ab5941d95035,https://apps.shopify.com/reactflow,Reactflow Recordings & Heatmap,Reactflow,2,1,Customer support
2ae9150e-aa80-44d9-b64d-701be1b67d74,https://apps.shopify.com/simple-size-helper,Simple Size Helper,Develic Solutions,0,0,Store design
2b289d74-90dd-4bc0-aae1-f284b9c10181,https://apps.shopify.com/shop-my-brand,Shop By Brand,Kaleido,4.7,7,Store design
2b7370ea-a569-4f86-970b-eb358a53280f,https://apps.shopify.com/routes-optimization,Routes Optimization,MGR Online Solutions,5,1,Productivity
2b77c091-5d69-4c83-a6ab-7dcff7a9b28a,https://apps.shopify.com/upsell-popup-on-exit-visit,Upsell Popup ‑ Sales Pop up,SpurIT,4.6,488,Sales and conversion optimization
2bb1b05e-6faa-4f4b-8be4-98a6d8e6f9b2,https://apps.shopify.com/hura-collection-embedder,Hura Collection Embedder,Hura Apps,5,1,Sales and conversion optimization
2be954bb-5ada-4e53-9cec-7eae870a6ec1,https://apps.shopify.com/simplesync,SimpleSync,Gazebo,3.8,23,Inventory management
2bf59f91-f947-4bb4-afef-e3af680bff41,https://apps.shopify.com/factory,Factory,Small Victories,3.9,8,Store design
2c43b31f-8d72-44a3-9a34-ac935e5ba3b4,https://apps.shopify.com/focused-collections,Collection Sort,Pulsar Lens,5,9,Productivity
2cfe0014-0f85-4ed2-9e7f-3dcf3e6acef9,https://apps.shopify.com/productpixprod,ProductPix,ProductPix,5,3,Store design
2e10829b-7ad4-48c3-86b2-25d5678fa3dc,https://apps.shopify.com/easy-product-image-gallery,Panda Product Gallery,ZendApps,5,1,Marketing
2f5a661b-6d6c-4761-9b99-e5971e49684e,https://apps.shopify.com/advance-gift-registry,Gift Registry ‑ Share Registry,AAAeCommerce Inc,4.8,21,Sales and conversion optimization
2f72eb2e-033e-40f4-9eae-9b8cc882613d,https://apps.shopify.com/pro-blogger,Pro Blogger,Low Fruit Solutions PTY LTD,4.7,46,Marketing
301cc388-84b3-4e6b-9608-20b399638e53,https://apps.shopify.com/cart-otp-varification,Cart Verification ‑ Mobile OTP,Elsner,0,0,Trust and security
3030c74a-7c9a-40f9-9061-f4fd0e151a78,https://apps.shopify.com/recipe-management,Recipe Management,Elsner,0,0,Store design
3078afe2-218e-4caa-b37e-7f9ab79ff625,https://apps.shopify.com/gamya-shipment-integration,Bombax Shipping App,Softpal,0,0,Orders and shipping
311e409e-ab2b-462a-a2ff-295a318019a7,https://apps.shopify.com/real-time-email-package-track,Live Shipment Track For Email,Zembula,0,0,Customer support
31f2389f-e4cf-4b6d-9597-cf65da302072,https://apps.shopify.com/calculate,CALCULATE,Varinode Inc.,4.6,18,Finances
320a7d57-8b0d-4492-97be-deec0a9dfe96,https://apps.shopify.com/kimonix,Kimonix ‑ Auto Best Sellers,Kimonix Ltd,5,10,Reporting
32a91cd9-eead-45b8-8201-019842250366,https://apps.shopify.com/variable-products,Variable Products,ZubrCommerce,5,9,Store design
32edc107-fed5-48f9-8d01-9c781e2732cf,https://apps.shopify.com/show-variants-on-collection-page,Variants on collection page,Gravity Software ,4.8,18,Store design
33655791-f724-4447-bba2-db1c28d0e494,https://apps.shopify.com/order-metrics-profit-analytics,OrderMetrics Profit & LTV,OrderMetrics,3.8,76,Reporting
339bfa79-8646-4bfd-bf5a-5bc17c7e6127,https://apps.shopify.com/facebook-marketplace-connector,Facebook Marketplace Connector,CedCommerce,4.8,27,Places to sell
33d32071-00ca-41ba-87a7-f47182f40908,https://apps.shopify.com/duplicate-store,Duplicate Store,Small Victories,4.3,59,Productivity
340cc0f9-305a-4c3f-8852-fe9bf6eff87e,https://apps.shopify.com/shiptimer-shipping-deadline-countdown-timer,ShipTimer,Ethercycle,5,14,Store design
346a8db4-6ad5-4329-9844-6cc9532e146a,https://apps.shopify.com/valentines-day,Valentine's Day,Code Black Belt,3.9,9,Store design
34b6a6be-a17e-427b-acba-d725320846b5,https://apps.shopify.com/push-notification-app-pushflew,Free Abandoned Cart Recovery,Pushflew,4.8,35,Marketing
34e6a5fb-7259-4279-b9a6-76d4b56c1664,https://apps.shopify.com/sms-dispatch,SMS Dispatch,Droid,0,0,Marketing
35586323-280e-42f4-88d4-746c6a05f496,https://apps.shopify.com/shipbox,Ship Box Courier Boutique,Ship Box,0,0,Orders and shipping
36b9a77d-e893-4492-9e5b-e223e2e4b8df,https://apps.shopify.com/kevy-1,Kevy eCommerce Marketing,Kevy,5,3,Marketing
380488dd-f1f8-4cc5-9ba3-b4813b96110e,https://apps.shopify.com/szamlazz-hu,Szamlazz.hu,ONE Advisory Group Ltd.,1.3,7,Orders and shipping
38ab53a4-f9e8-4720-9d22-ee826c2a063b,https://apps.shopify.com/check-your-fit,Check Your Fit,eStylar,0,0,Store design
394b1ac5-a85a-4552-bb8d-54314726bcfd,https://apps.shopify.com/short-link-track-master,Short Link & Track Master,shopieio,0,0,Store design
39926ca6-6d65-4a6f-b3f4-24fe282349c6,https://apps.shopify.com/sc-sticky-card,SC (Sticky Cart),TenGrowth,5,3,Store design
3a53a565-c6f1-40c7-abf0-7ca1227cc011,https://apps.shopify.com/dropworx,DropWorx,EnterpriseWorx,3.2,11,Finding and adding products
3bd45174-1328-4164-8755-1ebaaddae2e4,https://apps.shopify.com/omnistar-affiliate-software,Omnistar Affiliate Software,Omnistar Affiliate Software,4.7,32,Marketing
3be0c4ad-db85-4a5b-9ba5-f274ac709f1b,https://apps.shopify.com/express-seo,Express SEO,MarbGroup,5,1,Marketing
3c97f8e6-ae5f-4d19-bfb4-da0f59862f36,https://apps.shopify.com/quick-view-maker,Quick View Maker,JoboApps,0,0,Store design
3d188c42-cb9a-46a9-993e-de172fe4c2b1,https://apps.shopify.com/image-mapper,Image Mapper ‑ Shoppable Image,Luke,4.3,10,Store design
3d38d735-7a9d-4dac-99bc-999d5136e09e,https://apps.shopify.com/usehundo,Hundo – product reviews,48 Made LLC,0,0,Sales and conversion optimization
3d937a31-b566-48d1-a058-f1a779b1357b,https://apps.shopify.com/clever-twitter-pixel,Clever Twitter Pixel,JSdiaries,0,0,Marketing
3d975913-55e9-4ed9-a9c7-41d6b887b70b,https://apps.shopify.com/gophr-same-day-delivery,Gophr ‑ UK Same Day Delivery,Gophr,0,0,Orders and shipping
3e55984f-b547-4564-ac44-600bbed75bb5,https://apps.shopify.com/sourcify,Sourcify Product Sourcing,Sourcify,0,0,Finding and adding products
40c4637c-5053-4e1a-aba9-60e43c192ae2,https://apps.shopify.com/ecc-quickbooks-integration-for-shopify,QuickBooks Desktop Sync,Webgility Inc.,4.9,352,Orders and shipping
41fb8589-8605-40d6-aa66-cebdf873c88b,https://apps.shopify.com/pie-vat,Pie VAT ‑ Tax Free Shopping,Pie Systems,0,0,Finances
425030f6-bad7-4af1-821b-e4d41b9f0f9e,https://apps.shopify.com/outfits-builder,Aries Prodesign Outfit Builder,Aries Prodesign,0,0,Inventory management
42a30dfc-3b7c-4f40-a93d-8c1d52e39a0e,https://apps.shopify.com/datacue,DataCue: Personalized Homepage,DataCue,5,9,Sales and conversion optimization
42f5875f-8f86-43c1-a56e-4ac10777d28f,https://apps.shopify.com/areviews-aliexpress,Areviews ‑  Reviews Importer,Areviews App,4.5,242,Store design
42f98c1b-db0c-41e9-8aa1-76587d455332,https://apps.shopify.com/smart-announcement-bar-2,Smart Announcement Bar,ENS Enterprises Private Limited,0,0,Store design
42fb1fc5-ebe6-4d30-863a-254d1dd49674,https://apps.shopify.com/facebook-chat-messenger,Amaz Chat Messenger,amazecommerce,5,2,Customer support
4352ec19-6d39-45ce-84f5-a1f674874175,https://apps.shopify.com/quotilio-quote-manager,Quotilio ‑ Quote Manager,Skylitech Solution LLP,5,1,Sales and conversion optimization
438377f7-bf0b-4850-8c9b-41a1e9d89d70,https://apps.shopify.com/rabbitseo,Rabbit SEO,RabbitSEO,3.7,4,Marketing
43d88024-269e-4b55-9b57-ac915a0021ce,https://apps.shopify.com/growthphysics,GrowthPhysics,GrowthPhysics,0,0,Reporting
43f4de44-0a0f-4710-b0ad-186f94e65029,https://apps.shopify.com/export-product-best-price-xml-feed,BEST PRICE XML Feed,Think Plus,5,1,Marketing
44a7a55e-fb32-4b55-adcb-0cef362d9c21,https://apps.shopify.com/brandablebox,Brandable Box: Shipping Boxes,Pratt Industries,5,4,Marketing
44e74de8-02d6-46ad-b833-84b6194d7839,https://apps.shopify.com/shiphero,ShipHero Inventory & Shipping,ShipHero,4.5,121,Inventory management
456ca2a5-2974-46d5-a431-bc7b885b135a,https://apps.shopify.com/erpag-app,ERPAG,ERPAG,0,0,Productivity
45819275-6f97-44b2-8f8b-6acd585d693d,https://apps.shopify.com/shoppingfornote,shopping for note,TRANSCOSMOS RESEARCH AND DEVELOPMENT INC.,0,0,Sales and conversion optimization
4625bfb8-2efc-4d5f-8d9f-50bd88228c93,https://apps.shopify.com/sheets,Sheets ‑ Sync with G Sheets,Common-Services,4.4,6,Inventory management
475e93b7-4e59-43a6-9718-e6c5908c009f,https://apps.shopify.com/bulk-products-order,Bulk Order ‑ Similar Products,Tech Dignity,5,32,Store design
4772726c-6417-4b8f-bf0c-28a352bd74fa,https://apps.shopify.com/discount-board,Discount Board,PlusHelper,0,0,Marketing
47745c12-04b4-4dc8-b214-6110828f41bb,https://apps.shopify.com/facebook-ad-guru,Facebook Ad Guru,Stunning,1.6,5,Marketing
477e644c-d97e-472a-b64b-bc1b39d6136a,https://apps.shopify.com/zaius-cdp-insights,Zaius Activated CDP & Insights,Zaius,0,0,Marketing
47dba6dd-a5e3-4db8-9379-9807dd79f146,https://apps.shopify.com/zipifypages,Zipify Pages Builder & Editor,Zipify Apps,4.8,373,Store design
48985336-8f4a-450b-ba07-f4707b174070,https://apps.shopify.com/globalexchange,Global Exchange,.Brick,4.9,120,Store design
48af05de-d70f-4ea4-91c3-12a2bd267724,https://apps.shopify.com/powr-comments,Comments + Product Reviews,POWR.io,4.5,122,Store design
493817e9-ae87-4922-98dd-3f1100b1d94a,https://apps.shopify.com/leaflet-app,Leaflet Price Testing Platform,Leaflet,4.5,7,Sales and conversion optimization
497ff2c1-75b8-4f89-8dac-13b6c5f1a7e6,https://apps.shopify.com/easy-reports,Easy Reports,Dev Cloud,4.8,84,Sales and conversion optimization
4ac9cb99-f564-4f94-92ae-11234705fef7,https://apps.shopify.com/store-locator,Bold Store Locator,BOLD,4.5,398,Store design
4bba8326-cb7c-46ce-beda-e38154ebddb1,https://apps.shopify.com/mrspeedy-same-day-delivery-ph,MrSpeedy Philippines,Dostavista Global,0,0,Orders and shipping
4ca1386b-9e0d-4324-964c-ae1bb19f732d,https://apps.shopify.com/gateway-shipping-2,Gateway Supply Chain,Gateway Supply Chain,1,1,Orders and shipping
4cd6c5b3-f320-4275-90dc-79924c6ee24c,https://apps.shopify.com/bookkeep-com-daily-summary-e-commerce,Daily Summary QuickBooks/Xero,bookkeep.com Inc.,4.9,8,Reporting
4d7bd146-bcfa-4aa0-998b-4ff65e1ff106,https://apps.shopify.com/kungfu-bar,Mulit Shipping & Announced Bar,KungFu Work,0,0,Store design
4ec32a45-ad65-433f-8be9-ae44abf5abf1,https://apps.shopify.com/wishlist-1,Wishlist + Share + Reminder,Softpulse Infotech,4.3,81,Store design
4f412393-df9c-4328-8946-3126a991f53e,https://apps.shopify.com/offers-app,Impulse Offers,App Kitchen,0,0,Sales and conversion optimization
4f8c2433-eab0-4ec7-88c5-29b33bf98bfe,https://apps.shopify.com/simpleorderstatus,SimpleOrderStatus,sineLABS,4.5,14,Orders and shipping
4f8e0c14-8d3b-4952-a286-558d3037602a,https://apps.shopify.com/prime-product-badges,Prime Badges Labels & Stickers,Instashop,5,9,Store design
4fffbac2-b4c3-4e09-9979-165b7ae7f183,https://apps.shopify.com/adsimpli,AdSimpli: Facebook Ads Decoded,App Simpli,0,0,Marketing
504ba2a7-db81-4194-a018-6909532f135a,https://apps.shopify.com/gdpr-bar,Announcement Bar& GDPR Consent,Giraffly,5,6,Store design
50750d0b-e191-41a1-83b3-1812aae70eee,https://apps.shopify.com/multiorders,Multiorders,Multiorders,5,2,Inventory management
51194b7f-8400-4b31-b768-324d394348d0,https://apps.shopify.com/order-heat-map,Order Heat Map,SCS Design,2.2,5,Customer support
5125e92f-a092-469a-ad6f-bd2252ac4ddf,https://apps.shopify.com/fundlify,Fundlify Crowdfund & Pre‑order,Kretivo,4,6,Sales and conversion optimization
517f7638-eb51-4ff0-855b-a7fe79bf440c,https://apps.shopify.com/sender-auto-account-invite,Sender ‑ Auto Account Invite,webmefy.com,0,0,Customer support
51a21905-bdb0-4b40-b0ea-a1f971d06252,https://apps.shopify.com/shoppable-galleries-fashion-looks,Shoppable Fashion Galleries,AuraApps,5,9,Store design
51a425e2-27ab-483b-8c7d-5aa4198a9e83,https://apps.shopify.com/ampsync,AmpSync,Ampsync,5,1,Customer support
51b33da0-3eb3-496e-8f92-daa6fdd7638c,https://apps.shopify.com/preorder-me,PreOrder Me,Easyshop,4.8,120,Orders and shipping
521e4d00-0ac9-43bf-be22-ecffb4181d37,https://apps.shopify.com/abandoned-cart-sms-campaigns,Abandoned Cart SMS & Campaigns,Developify Solutions,5,1,Sales and conversion optimization
5252ee69-81e0-48a7-afeb-fdc3a73b435a,https://apps.shopify.com/virtual-fitting-room,Virtual Try On,Snaplook inc,4.3,4,Store design
5291381e-bc6b-4690-a311-cbc4face6af4,https://apps.shopify.com/gift-checkout,One Click Upsell Gift Checkout,Rise.ai - Gift Cards & Rewards,4.3,77,Store design
52f08dc3-d254-48ae-b52f-b36fed465542,https://apps.shopify.com/shopify-power-tools-suite,Power Tools Suite,Power Tools,5,161,Store design
52f12561-1962-4b03-bacf-cb406ee12ae7,https://apps.shopify.com/shop-secure,Shop Secure,Eggflow,4,80,Store design
